drugbank_id	drugbank_name	pubchem_id	stitch_id_flat	umls_cui_from_label	method	concept_name	meddra_type	umls_cui_from_meddra	meddra_name
DB00399	Zoledronate	68740	CID100068740	C0280100	NLP_indication	Solid tumour	PT	C0027651	Neoplasm
DB00399	Zoledronate	68740	CID100068740	C0376358	text_mention	Malignant neoplasm of prostate	PT	C0376358	Prostate cancer
DB00399	Zoledronate	68740	CID100068740	C0392689	text_mention	Hydraemia	PT	C0392689	Hydraemia
DB00399	Zoledronate	68740	CID100068740	C0392689	text_mention	Hydraemia	PT	C0546817	Fluid overload
DB00399	Zoledronate	68740	CID100068740	C0546884	text_mention	Hypovolemia	PT	C0546884	Hypovolaemia
DB00399	Zoledronate	68740	CID100068740	C0700225	NLP_precondition	Serum creatinine increased	PT	C0235431	Blood creatinine increased
DB00399	Zoledronate	68740	CID100068740	C0856716	NLP_precondition	Asthma aspirin-sensitive	PT	C1328364	Analgesic asthma syndrome
DB00399	Zoledronate	68740	CID100068740	C1287298	text_mention	Urine volume finding	PT	C1287298	Urine output
DB00399	Zoledronate	68740	CID100068740	C1565489	NLP_precondition	Renal Insufficiency	PT	C1565489	Renal impairment
DB00399	Zoledronate	68740	CID100068740	C1565489	NLP_precondition	Renal Insufficiency	PT	C0035078	Renal failure
DB00400	Griseofulvin	3512	CID100003512	C0001261	text_mention	Actinomycosis	PT	C0001261	Actinomycosis
DB00400	Griseofulvin	3512	CID100003512	C0004623	text_mention	Bacterial Infections	PT	C0004623	Bacterial infection
DB00400	Griseofulvin	3512	CID100003512	C0005716	text_mention	Blastomycosis	PT	C0005716	Blastomycosis
DB00400	Griseofulvin	3512	CID100003512	C0006840	text_mention	Candidiasis	PT	C0006840	Candida infection
DB00400	Griseofulvin	3512	CID100003512	C0008582	text_mention	Chromoblastomycosis	PT	C0008582	Chromoblastomycosis
DB00400	Griseofulvin	3512	CID100003512	C0009186	text_mention	Coccidioidomycosis	PT	C0009186	Coccidioidomycosis
DB00400	Griseofulvin	3512	CID100003512	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Infection
DB00400	Griseofulvin	3512	CID100003512	C0010414	text_mention	Infection by Cryptococcus neoformans	PT	C0010414	Cryptococcosis
DB00400	Griseofulvin	3512	CID100003512	C0019655	text_mention	Histoplasmosis	PT	C0019655	Histoplasmosis
DB00400	Griseofulvin	3512	CID100003512	C0028242	text_mention	Nocardia Infections	PT	C0028242	Nocardiosis
DB00400	Griseofulvin	3512	CID100003512	C0038034	text_mention	Sporotrichosis	PT	C0038034	Sporotrichosis
DB00400	Griseofulvin	3512	CID100003512	C0040247	NLP_indication	Tinea	PT	C0040247	Tinea infection
DB00400	Griseofulvin	3512	CID100003512	C0040250	text_mention	Tinea Capitis	PT	C0040250	Tinea capitis
DB00400	Griseofulvin	3512	CID100003512	C0040252	text_mention	Tinea corporis (disorder)	PT	C0040252	Body tinea
DB00400	Griseofulvin	3512	CID100003512	C0040259	text_mention	Tinea Pedis	PT	C0040259	Tinea pedis
DB00400	Griseofulvin	3512	CID100003512	C0040261	text_mention	Onychomycosis	PT	C0040261	Onychomycosis
DB00400	Griseofulvin	3512	CID100003512	C0040262	text_mention	Tinea Versicolor	PT	C0040262	Tinea versicolour
DB00400	Griseofulvin	3512	CID100003512	C1384589	text_mention	Tinea cruris	PT	C1384589	Tinea cruris
DB00400	Griseofulvin	3512	CID100003512	C2349994	text_mention	Tinea barbae	PT	C2349994	Tinea barbae
DB00401	Nisoldipine	4499	CID100004499	C0020538	NLP_indication	Hypertensive disease	PT	C0020538	Hypertension
DB00402	Eszopiclone	5735	CID100005735	C0004936	text_mention	Mental disorders	PT	C0004936	Mental disorder
DB00402	Eszopiclone	5735	CID100005735	C0037317	text_mention	Sleep disturbances	PT	C0851578	Sleep disorder
DB00402	Eszopiclone	5735	CID100005735	C0751249	NLP_indication	Chronic Insomnia	PT	C0917801	Insomnia
DB00402	Eszopiclone	5735	CID100005735	C0858603	text_mention	Wave slowing	PT	C0151611	Electroencephalogram abnormal
DB00402	Eszopiclone	5735	CID100005735	C0860510	text_mention	Nocturnal awakening	PT	C0393761	Middle insomnia
DB00402	Eszopiclone	5735	CID100005735	C0917801	NLP_indication	Sleeplessness	PT	C0917801	Insomnia
DB00404	Alprazolam	2118	CID100002118	C0001807	NLP_precondition	Aggressive behavior	PT	C0001807	Aggression
DB00404	Alprazolam	2118	CID100002118	C0001818	NLP_indication	Agoraphobia	PT	C0001818	Agoraphobia
DB00404	Alprazolam	2118	CID100002118	C0003467	NLP_indication	Anxiety	PT	C0003467	Anxiety
DB00404	Alprazolam	2118	CID100002118	C0003469	NLP_indication	Anxiety Disorders	PT	C0003469	Anxiety disorder
DB00404	Alprazolam	2118	CID100002118	C0004936	text_mention	Mental disorders	PT	C0004936	Mental disorder
DB00404	Alprazolam	2118	CID100002118	C0006012	NLP_precondition	Borderline Personality Disorder	PT	C0006012	Borderline personality disorder
DB00404	Alprazolam	2118	CID100002118	C0008031	text_mention	Chest Pain	PT	C0008031	Chest pain
DB00404	Alprazolam	2118	CID100002118	C0008301	text_mention	Choking	PT	C0008301	Choking
DB00404	Alprazolam	2118	CID100002118	C0011551	text_mention	Depersonalization	PT	C0011551	Depersonalisation
DB00404	Alprazolam	2118	CID100002118	C0011579	text_mention	Reactive depression	PT	C0011570	Depression
DB00404	Alprazolam	2118	CID100002118	C0011991	text_mention	Diarrhea	PT	C0011991	Diarrhoea
DB00404	Alprazolam	2118	CID100002118	C0012833	text_mention	Dizziness	PT	C0012833	Dizziness
DB00404	Alprazolam	2118	CID100002118	C0013404	text_mention	Dyspnea	PT	C0013404	Dyspnoea
DB00404	Alprazolam	2118	CID100002118	C0015672	text_mention	Fatigue	PT	C0015672	Fatigue
DB00404	Alprazolam	2118	CID100002118	C0015672	text_mention	Fatigue	PT	C0004093	Asthenia
DB00404	Alprazolam	2118	CID100002118	C0016382	text_mention	Flushing	PT	C0016382	Flushing
DB00404	Alprazolam	2118	CID100002118	C0020550	text_mention	Hyperthyroidism	PT	C0020550	Hyperthyroidism
DB00404	Alprazolam	2118	CID100002118	C0022107	text_mention	Irritable Mood	PT	C0022107	Irritability
DB00404	Alprazolam	2118	CID100002118	C0027497	text_mention	Nausea	PT	C0027497	Nausea
DB00404	Alprazolam	2118	CID100002118	C0028643	text_mention	Numbness	PT	C0020580	Hypoaesthesia
DB00404	Alprazolam	2118	CID100002118	C0028643	text_mention	Numbness	PT	C0278134	Sensory loss
DB00404	Alprazolam	2118	CID100002118	C0030252	text_mention	Palpitations	PT	C0030252	Palpitations
DB00404	Alprazolam	2118	CID100002118	C0030319	NLP_indication	Panic Disorder	PT	C0030319	Panic disorder
DB00404	Alprazolam	2118	CID100002118	C0030554	text_mention	Paresthesia	PT	C0030554	Paraesthesia
DB00404	Alprazolam	2118	CID100002118	C0031572	text_mention	Phobia, Social	PT	C0031572	Social phobia
DB00404	Alprazolam	2118	CID100002118	C0038436	NLP_precondition	Post-Traumatic Stress Disorder	PT	C0038436	Post-traumatic stress disorder
DB00404	Alprazolam	2118	CID100002118	C0038661	text_mention	Suicide	PT	C0852733	Completed suicide
DB00404	Alprazolam	2118	CID100002118	C0038990	text_mention	Sweating	PT	C0020458	Hyperhidrosis
DB00404	Alprazolam	2118	CID100002118	C0039070	text_mention	Syncope	PT	C0041657	Loss of consciousness
DB00404	Alprazolam	2118	CID100002118	C0039070	text_mention	Syncope	PT	C0039070	Syncope
DB00404	Alprazolam	2118	CID100002118	C0039070	text_mention	Syncope	PT	C0012833	Dizziness
DB00404	Alprazolam	2118	CID100002118	C0039070	text_mention	Syncope	PT	C0036974	Shock
DB00404	Alprazolam	2118	CID100002118	C0039231	text_mention	Tachycardia	PT	C0039231	Tachycardia
DB00404	Alprazolam	2118	CID100002118	C0042023	text_mention	Increased frequency of micturition	PT	C0042023	Pollakiuria
DB00404	Alprazolam	2118	CID100002118	C0043352	text_mention	Xerostomia	PT	C0043352	Dry mouth
DB00404	Alprazolam	2118	CID100002118	C0085593	text_mention	Chills	PT	C0085593	Chills
DB00404	Alprazolam	2118	CID100002118	C0085631	text_mention	Agitation	PT	C0085631	Agitation
DB00404	Alprazolam	2118	CID100002118	C0086132	NLP_indication	Depressive Symptoms	PT	C0086132	Depressive symptom
DB00404	Alprazolam	2118	CID100002118	C0086769	NLP_indication	Panic Attacks	PT	C0086769	Panic attack
DB00404	Alprazolam	2118	CID100002118	C0220870	text_mention	Lightheadedness	PT	C0012833	Dizziness
DB00404	Alprazolam	2118	CID100002118	C0221423	text_mention	Illness (finding)	PT	C0231218	Malaise
DB00404	Alprazolam	2118	CID100002118	C0231170	text_mention	Disability	PT	C0231170	Disability
DB00404	Alprazolam	2118	CID100002118	C0231230	text_mention	Fatigability	PT	C0015672	Fatigue
DB00404	Alprazolam	2118	CID100002118	C0231530	text_mention	Muscle twitch	PT	C0231530	Muscle twitching
DB00404	Alprazolam	2118	CID100002118	C0233485	text_mention	apprehension	PT	C0003467	Anxiety
DB00404	Alprazolam	2118	CID100002118	C0233494	text_mention	Tension	PT	C0233494	Tension
DB00404	Alprazolam	2118	CID100002118	C0233754	text_mention	Derealization	PT	C0233754	Derealisation
DB00404	Alprazolam	2118	CID100002118	C0234215	text_mention	Sensory Discomfort	PT	C0234215	Discomfort
DB00404	Alprazolam	2118	CID100002118	C0234233	text_mention	Sore to touch	PT	C0234233	Tenderness
DB00404	Alprazolam	2118	CID100002118	C0234238	text_mention	Ache	PT	C0030193	Pain
DB00404	Alprazolam	2118	CID100002118	C0234369	text_mention	Trembling	PT	C0040822	Tremor
DB00404	Alprazolam	2118	CID100002118	C0235198	text_mention	Unable to concentrate	PT	C0233414	Disturbance in attention
DB00404	Alprazolam	2118	CID100002118	C0235198	text_mention	Unable to concentrate	PT	C1306341	Mental disability
DB00404	Alprazolam	2118	CID100002118	C0235240	text_mention	Pounding heart	PT	C0030252	Palpitations
DB00404	Alprazolam	2118	CID100002118	C0235295	text_mention	Abdominal distress	PT	C0232487	Abdominal discomfort
DB00404	Alprazolam	2118	CID100002118	C0242151	NLP_precondition	Violent	PT	C0001807	Aggression
DB00404	Alprazolam	2118	CID100002118	C0270549	NLP_indication	Generalized Anxiety Disorder	PT	C0270549	Generalised anxiety disorder
DB00404	Alprazolam	2118	CID100002118	C0282126	text_mention	Depression, Neurotic	PT	C0013415	Dysthymic disorder
DB00404	Alprazolam	2118	CID100002118	C0338908	text_mention	Anxiety depression	PT	C0011570	Depression
DB00404	Alprazolam	2118	CID100002118	C0344315	text_mention	Depressed mood	PT	C0344315	Depressed mood
DB00404	Alprazolam	2118	CID100002118	C0349231	NLP_indication	Phobic anxiety disorder	PT	C0003467	Anxiety
DB00404	Alprazolam	2118	CID100002118	C0349231	NLP_indication	Phobic anxiety disorder	PT	C0349231	Phobia
DB00404	Alprazolam	2118	CID100002118	C0424091	text_mention	Decreased interest	PT	C0424091	Decreased interest
DB00404	Alprazolam	2118	CID100002118	C0424295	text_mention	Hyperactive behavior	PT	C0085631	Agitation
DB00404	Alprazolam	2118	CID100002118	C0424295	text_mention	Hyperactive behavior	PT	C0424295	Hyperkinesia
DB00404	Alprazolam	2118	CID100002118	C0522179	text_mention	Fear of death	PT	C0522179	Fear of death
DB00404	Alprazolam	2118	CID100002118	C0546947	text_mention	Choking sensation	PT	C0546947	Choking sensation
DB00404	Alprazolam	2118	CID100002118	C0563270	text_mention	Shaky feelings	PT	C0027769	Nervousness
DB00404	Alprazolam	2118	CID100002118	C0564500	text_mention	Phobic avoidance	PT	C0564500	Phobic avoidance
DB00404	Alprazolam	2118	CID100002118	C0577559	text_mention	Mass of body structure	PT	C0577559	Mass
DB00404	Alprazolam	2118	CID100002118	C0600142	text_mention	Hot flushes	PT	C0236075	Menopausal symptoms
DB00404	Alprazolam	2118	CID100002118	C0600142	text_mention	Hot flushes	PT	C0600142	Hot flush
DB00404	Alprazolam	2118	CID100002118	C0700613	text_mention	Anxiety state	PT	C0003467	Anxiety
DB00404	Alprazolam	2118	CID100002118	C0728899	text_mention	Intoxication	PT	C0032343	Poisoning
DB00404	Alprazolam	2118	CID100002118	C0740858	text_mention	Substance abuse problem	PT	C0740858	Substance abuse
DB00404	Alprazolam	2118	CID100002118	C0917801	text_mention	Sleeplessness	PT	C0917801	Insomnia
DB00404	Alprazolam	2118	CID100002118	C1279420	text_mention	Anxiety neurosis (finding)	PT	C0003469	Anxiety disorder
DB00404	Alprazolam	2118	CID100002118	C1740801	text_mention	Exaggerated startle response	PT	C1740801	Exaggerated startle response
DB00404	Alprazolam	2118	CID100002118	C2242996	text_mention	Has tingling sensation	PT	C0030554	Paraesthesia
DB00407	Ardeparin	772	CID100000772	C0002965	NLP_indication	Angina, Unstable	PT	C0002965	Angina unstable
DB00407	Ardeparin	772	CID100000772	C0002965	NLP_indication	Angina, Unstable	PT	C0002962	Angina pectoris
DB00407	Ardeparin	772	CID100000772	C0027051	NLP_indication	Myocardial Infarction	PT	C0027051	Myocardial infarction
DB00407	Ardeparin	772	CID100000772	C0027051	NLP_indication	Myocardial Infarction	PT	C0948089	Acute coronary syndrome
DB00407	Ardeparin	772	CID100000772	C0034065	text_mention	Pulmonary Embolism	PT	C0034065	Pulmonary embolism
DB00407	Ardeparin	772	CID100000772	C0149871	NLP_indication	Deep Vein Thrombosis	PT	C0149871	Deep vein thrombosis
DB00407	Ardeparin	772	CID100000772	C1536220	NLP_indication	ST segment elevation myocardial infarction	PT	C0155626	Acute myocardial infarction
DB00408	Loxapine	3964	CID100003964	C0004096	NLP_precondition	Asthma	PT	C0004096	Asthma
DB00408	Loxapine	3964	CID100003964	C0005586	NLP_indication	Bipolar Disorder	PT	C0005586	Bipolar disorder
DB00408	Loxapine	3964	CID100003964	C0005586	NLP_indication	Bipolar Disorder	PT	C0853193	Bipolar I disorder
DB00408	Loxapine	3964	CID100003964	C0015663	text_mention	Fasting	PT	C0015663	Fasting
DB00408	Loxapine	3964	CID100003964	C0024115	NLP_precondition	Lung diseases	PT	C0024115	Lung disorder
DB00408	Loxapine	3964	CID100003964	C0024117	NLP_precondition	Chronic Obstructive Airway Disease	PT	C0024117	Chronic obstructive pulmonary disease
DB00408	Loxapine	3964	CID100003964	C0024117	NLP_precondition	Chronic Obstructive Airway Disease	PT	C0085129	Bronchial hyperreactivity
DB00408	Loxapine	3964	CID100003964	C0036337	NLP_precondition	Schizoaffective Disorder	PT	C0036337	Schizoaffective disorder
DB00408	Loxapine	3964	CID100003964	C0036341	NLP_indication	Schizophrenia	PT	C0036341	Schizophrenia
DB00408	Loxapine	3964	CID100003964	C0085631	NLP_indication	Agitation	PT	C0085631	Agitation
DB00408	Loxapine	3964	CID100003964	C0221765	NLP_indication	Chronic schizophrenia	PT	C0036341	Schizophrenia
DB00408	Loxapine	3964	CID100003964	C0233494	text_mention	Tension	PT	C0233494	Tension
DB00408	Loxapine	3964	CID100003964	C0474395	text_mention	Behavior showing increased motor activity	PT	C0085631	Agitation
DB00408	Loxapine	3964	CID100003964	C0497327	NLP_precondition	Dementia	PT	C0497327	Dementia
DB00408	Loxapine	3964	CID100003964	C0853193	NLP_indication	Bipolar I disorder	PT	C0853193	Bipolar I disorder
DB00410	Mupirocin	4264	CID100004264	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Infection
DB00410	Mupirocin	4264	CID100004264	C0011615	text_mention	Dermatitis, Atopic	PT	C0011615	Dermatitis atopic
DB00410	Mupirocin	4264	CID100004264	C0013568	text_mention	Ecthyma	PT	C0013568	Ecthyma
DB00410	Mupirocin	4264	CID100004264	C0013595	text_mention	Eczema	PT	C0013595	Eczema
DB00410	Mupirocin	4264	CID100004264	C0014527	text_mention	Epidermolysis Bullosa	PT	C0014527	Epidermolysis bullosa
DB00410	Mupirocin	4264	CID100004264	C0016436	text_mention	Folliculitis	PT	C0016436	Folliculitis
DB00410	Mupirocin	4264	CID100004264	C0016867	text_mention	Furunculosis	PT	C0242301	Furuncle
DB00410	Mupirocin	4264	CID100004264	C0019340	text_mention	Herpes	PT	C0019372	Herpes virus infection
DB00410	Mupirocin	4264	CID100004264	C0020757	text_mention	Ichthyoses	PT	C0263386	Ichthyosis acquired
DB00410	Mupirocin	4264	CID100004264	C0020757	text_mention	Ichthyoses	PT	C0020757	Ichthyosis
DB00410	Mupirocin	4264	CID100004264	C0021099	NLP_indication	Impetigo	PT	C0021099	Impetigo
DB00410	Mupirocin	4264	CID100004264	C0021564	text_mention	Insect Bites	PT	C0853348	Arthropod bite
DB00410	Mupirocin	4264	CID100004264	C0033860	text_mention	Psoriasis	PT	C0033860	Psoriasis
DB00410	Mupirocin	4264	CID100004264	C0034212	text_mention	Pyoderma	PT	C0034212	Pyoderma
DB00410	Mupirocin	4264	CID100004264	C0034212	text_mention	Pyoderma	PT	C1323189	Dermatitis infected
DB00410	Mupirocin	4264	CID100004264	C0037274	text_mention	Dermatologic disorders	PT	C0037274	Skin disorder
DB00410	Mupirocin	4264	CID100004264	C0037278	NLP_indication	Skin Diseases, Infectious	PT	C0037278	Skin infection
DB00410	Mupirocin	4264	CID100004264	C0041582	text_mention	Ulcer	PT	C0041582	Ulcer
DB00410	Mupirocin	4264	CID100004264	C0043246	text_mention	Laceration	PT	C0043246	Laceration
DB00410	Mupirocin	4264	CID100004264	C0043250	text_mention	Injury wounds	PT	C0043250	Wound
DB00410	Mupirocin	4264	CID100004264	C0424109	text_mention	Weepiness	PT	C0010399	Crying
DB00410	Mupirocin	4264	CID100004264	C0424109	text_mention	Weepiness	PT	C0424109	Tearfulness
DB00410	Mupirocin	4264	CID100004264	C1322253	NLP_precondition	Infected eczema	PT	C1322253	Eczema infected
DB00410	Mupirocin	4264	CID100004264	C2363980	text_mention	Cross resistance	PT	C0853847	Pathogen resistance
DB00411	Carbachol	2551	CID100002551	C0017601	NLP_indication	Glaucoma	PT	C0017601	Glaucoma
DB00411	Carbachol	2551	CID100002551	C0026205	text_mention	Miosis disorder	PT	C0026205	Miosis
DB00411	Carbachol	312	CID100000312	C0003811	text_mention	Cardiac Arrhythmia	PT	C0003811	Arrhythmia
DB00411	Carbachol	312	CID100000312	C0003962	text_mention	Ascites	PT	C0003962	Ascites
DB00411	Carbachol	312	CID100000312	C0019080	text_mention	Hemorrhage	PT	C0019080	Haemorrhage
DB00411	Carbachol	312	CID100000312	C0019080	text_mention	Hemorrhage	PT	C0518015	Haemoglobin
DB00411	Carbachol	312	CID100000312	C0020621	NLP_indication	Hypokalemia	PT	C0020621	Hypokalaemia
DB00411	Carbachol	312	CID100000312	C0022658	text_mention	Kidney Diseases	PT	C0022658	Nephropathy
DB00411	Carbachol	312	CID100000312	C0023890	text_mention	Liver Cirrhosis	PT	C0023890	Hepatic cirrhosis
DB00411	Carbachol	312	CID100000312	C0030443	text_mention	Familial Periodic Paralysis	PT	C0030443	Familial periodic paralysis
DB00411	Carbachol	312	CID100000312	C0030443	text_mention	Familial Periodic Paralysis	PT	C0522224	Paralysis
DB00411	Carbachol	312	CID100000312	C0038358	text_mention	Gastric ulcer	PT	C0038358	Gastric ulcer
DB00411	Carbachol	312	CID100000312	C0085580	text_mention	Essential Hypertension	PT	C0085580	Essential hypertension
DB00411	Carbachol	312	CID100000312	C0220983	text_mention	Metabolic alkalosis	PT	C0220983	Metabolic alkalosis
DB00411	Carbachol	312	CID100000312	C0728899	text_mention	Intoxication	PT	C0032343	Poisoning
DB00412	Rosiglitazone	77998	CID100077998	C0011854	text_mention	Diabetes Mellitus, Insulin-Dependent	PT	C0011854	Type 1 diabetes mellitus
DB00412	Rosiglitazone	77998	CID100077998	C0011860	NLP_indication	Diabetes Mellitus, Non-Insulin-Dependent	PT	C0011860	Type 2 diabetes mellitus
DB00412	Rosiglitazone	77998	CID100077998	C0011880	NLP_indication	Diabetic Ketoacidosis	PT	C0011880	Diabetic ketoacidosis
DB00412	Rosiglitazone	77998	CID100077998	C0021655	NLP_indication	Insulin Resistance	PT	C0021655	Insulin resistance
DB00412	Rosiglitazone	77998	CID100077998	C0043096	text_mention	Body Weight decreased	PT	C0043096	Weight decreased
DB00412	Rosiglitazone	77998	CID100077998	C0241863	text_mention	Diabetic	PT	C0011849	Diabetes mellitus
DB00413	Pramipexole	4885	CID100004885	C0030567	NLP_indication	Parkinson Disease	PT	C0242422	Parkinsonism
DB00413	Pramipexole	4885	CID100004885	C0030567	NLP_indication	Parkinson Disease	PT	C0030567	Parkinson's disease
DB00413	Pramipexole	4885	CID100004885	C0035258	NLP_indication	Restless Legs Syndrome	PT	C0035258	Restless legs syndrome
DB00415	Ampicillin	2173	CID100002173	C0004096	NLP_precondition	Asthma	PT	C0004096	Asthma
DB00415	Ampicillin	2173	CID100002173	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Infection
DB00415	Ampicillin	2173	CID100002173	C0013369	text_mention	Dysentery	PT	C0013369	Dysentery
DB00415	Ampicillin	2173	CID100002173	C0014118	text_mention	Endocarditis	PT	C0014118	Endocarditis
DB00415	Ampicillin	2173	CID100002173	C0018081	text_mention	Gonorrhea	PT	C0018081	Gonorrhoea
DB00415	Ampicillin	2173	CID100002173	C0018621	NLP_precondition	Hay fever	PT	C0018621	Seasonal allergy
DB00415	Ampicillin	2173	CID100002173	C0018621	NLP_precondition	Hay fever	PT	C1322281	Rhinitis seasonal
DB00415	Ampicillin	2173	CID100002173	C0020517	NLP_precondition	Hypersensitivity	PT	C0020517	Hypersensitivity
DB00415	Ampicillin	2173	CID100002173	C0025289	text_mention	Meningitis	PT	C0025289	Meningitis
DB00415	Ampicillin	2173	CID100002173	C0035243	text_mention	Respiratory Tract Infections	PT	C0035243	Respiratory tract infection
DB00415	Ampicillin	2173	CID100002173	C0036685	text_mention	Septicaemia due to gram-negative organism, unspecified	PT	C0684256	Bacterial sepsis
DB00415	Ampicillin	2173	CID100002173	C0036690	text_mention	Septicemia	PT	C0243026	Sepsis
DB00415	Ampicillin	2173	CID100002173	C0041466	text_mention	Typhoid Fever	PT	C0041466	Typhoid fever
DB00415	Ampicillin	2173	CID100002173	C0042029	text_mention	Urinary tract infection	PT	C0042029	Urinary tract infection
DB00415	Ampicillin	2173	CID100002173	C0042109	NLP_precondition	Urticaria	PT	C0042109	Urticaria
DB00415	Ampicillin	2173	CID100002173	C0085437	text_mention	Meningitis, Bacterial	PT	C0085437	Meningitis bacterial
DB00415	Ampicillin	2173	CID100002173	C0348801	text_mention	Group B streptococcal pneumonia	PT	C0155862	Pneumonia streptococcal
DB00415	Ampicillin	2173	CID100002173	C1264613	text_mention	Gastrointestinal infection	PT	C1264613	Gastrointestinal infection
DB00415	Ampicillin	2173	CID100002173	C3665800	text_mention	Streptococcal endocarditis	PT	C3665800	Streptococcal endocarditis
DB00416	Metocurine Iodide	24841	CID100024841	C0004096	text_mention	Asthma	PT	C0004096	Asthma
DB00416	Metocurine Iodide	24841	CID100024841	C0006277	text_mention	Bronchitis	PT	C0006277	Bronchitis
DB00416	Metocurine Iodide	24841	CID100024841	C0006826	text_mention	Malignant Neoplasms	PT	C0006826	Neoplasm malignant
DB00416	Metocurine Iodide	24841	CID100024841	C0007097	text_mention	Carcinoma	PT	C0006826	Neoplasm malignant
DB00416	Metocurine Iodide	24841	CID100024841	C0020550	text_mention	Hyperthyroidism	PT	C0020550	Hyperthyroidism
DB00416	Metocurine Iodide	24841	CID100024841	C0024115	NLP_indication	Lung diseases	PT	C0024115	Lung disorder
DB00416	Metocurine Iodide	24841	CID100024841	C0027627	text_mention	Neoplasm Metastasis	PT	C0027627	Metastasis
DB00416	Metocurine Iodide	24841	CID100024841	C0034067	text_mention	Pulmonary Emphysema	PT	C0034067	Emphysema
DB00417	Penicillin V	4730	CID100004730	C0003864	text_mention	Arthritis	PT	C0003864	Arthritis
DB00417	Penicillin V	4730	CID100004730	C0004610	text_mention	Bacteremia	PT	C0004610	Bacteraemia
DB00417	Penicillin V	4730	CID100004730	C0008489	text_mention	Chorea	PT	C0008489	Chorea
DB00417	Penicillin V	4730	CID100004730	C0009450	NLP_indication	Communicable Diseases	PT	C0009450	Infection
DB00417	Penicillin V	4730	CID100004730	C0014009	text_mention	Empyema	PT	C0014009	Empyema
DB00417	Penicillin V	4730	CID100004730	C0014118	text_mention	Endocarditis	PT	C0014118	Endocarditis
DB00417	Penicillin V	4730	CID100004730	C0014121	NLP_indication	Bacterial Endocarditis	PT	C0014118	Endocarditis
DB00417	Penicillin V	4730	CID100004730	C0014121	NLP_indication	Bacterial Endocarditis	PT	C0014121	Endocarditis bacterial
DB00417	Penicillin V	4730	CID100004730	C0014733	text_mention	Erysipelas	PT	C0014733	Erysipelas
DB00417	Penicillin V	4730	CID100004730	C0017574	text_mention	Gingivitis	PT	C0017574	Gingivitis
DB00417	Penicillin V	4730	CID100004730	C0017575	text_mention	Necrotizing Ulcerative Gingivitis	PT	C0239740	Gingivitis ulcerative
DB00417	Penicillin V	4730	CID100004730	C0017575	text_mention	Necrotizing Ulcerative Gingivitis	PT	C1096399	Necrotising ulcerative gingivostomatitis
DB00417	Penicillin V	4730	CID100004730	C0018824	text_mention	Heart valve disease	PT	C0018824	Cardiac valve disease
DB00417	Penicillin V	4730	CID100004730	C0025289	text_mention	Meningitis	PT	C0025289	Meningitis
DB00417	Penicillin V	4730	CID100004730	C0031046	text_mention	Pericarditis	PT	C0031046	Pericarditis
DB00417	Penicillin V	4730	CID100004730	C0031350	text_mention	Pharyngitis	PT	C0031350	Pharyngitis
DB00417	Penicillin V	4730	CID100004730	C0032269	text_mention	Pneumococcal Infections	PT	C0032269	Pneumococcal infection
DB00417	Penicillin V	4730	CID100004730	C0032285	text_mention	Pneumonia	PT	C0032285	Pneumonia
DB00417	Penicillin V	4730	CID100004730	C0035436	text_mention	Rheumatic Fever	PT	C0035436	Rheumatic fever
DB00417	Penicillin V	4730	CID100004730	C0035436	text_mention	Rheumatic Fever	PT	C3495832	Rheumatic disorder
DB00417	Penicillin V	4730	CID100004730	C0036285	text_mention	Scarlet Fever	PT	C0036285	Scarlet fever
DB00417	Penicillin V	4730	CID100004730	C0038160	text_mention	Staphylococcal Infections	PT	C0038160	Staphylococcal infection
DB00417	Penicillin V	4730	CID100004730	C0038395	text_mention	Streptococcal Infections	PT	C0038395	Streptococcal infection
DB00417	Penicillin V	4730	CID100004730	C0152021	NLP_indication	Congenital heart disease	PT	C0152021	Heart disease congenital
DB00418	Secobarbital	5193	CID100005193	C0917801	NLP_indication	Sleeplessness	PT	C0917801	Insomnia
DB00419	Miglustat	51634	CID100051634	C0017205	NLP_indication	Gaucher Disease	PT	C0017205	Gaucher's disease
DB00419	Miglustat	51634	CID100051634	C0020517	text_mention	Hypersensitivity	PT	C0020517	Hypersensitivity
DB00419	Miglustat	51634	CID100051634	C0577866	text_mention	Poor venous access	PT	C0577866	Poor venous access
DB00421	Spironolactone	5267	CID100005267	C0001430	NLP_indication	Adenoma	PT	C0001430	Adenoma benign
DB00421	Spironolactone	5267	CID100005267	C0002962	text_mention	Angina Pectoris	PT	C0002962	Angina pectoris
DB00421	Spironolactone	5267	CID100005267	C0003962	NLP_indication	Ascites	PT	C0003962	Ascites
DB00421	Spironolactone	5267	CID100005267	C0011849	text_mention	Diabetes Mellitus	PT	C0011849	Diabetes mellitus
DB00421	Spironolactone	5267	CID100005267	C0011881	text_mention	Diabetic Nephropathy	PT	C0011881	Diabetic nephropathy
DB00421	Spironolactone	5267	CID100005267	C0012797	NLP_indication	Diuresis	PT	C0032617	Polyuria
DB00421	Spironolactone	5267	CID100005267	C0013604	NLP_indication	Edema	PT	C0013604	Oedema
DB00421	Spironolactone	5267	CID100005267	C0018801	text_mention	Heart failure	PT	C0018801	Cardiac failure
