PUBCHEM_SID,Canonical_Smiles,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
103905080,CS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCCO,5.4,5.4,6.1,5.5,5.7,NA,5.4,5.3,NA,NA,5.4,5.4,NA,5.2,5.4,5.4,5.4,NA,5.5,NA,5.3,NA,5.2,5.5,NA,NA,5.5,5.4,NA,5.3,5.4,5.3,5.4,5.5,5.5,NA,5.4,5.5,5.3,NA,NA,5.2,NA,NA,5.4,NA,NA,5.2,NA,5.4,5.4,5.4,NA,5.2,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,NA,5.4,5.5,NA,5.4,5.4
103905081,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c3cccc(c3)[N+](=O)[O-])n2CCCO,NA,NA,NA,5.1,5.5,5.7,5.2,5.9,NA,NA,5.3,NA,5.6,NA,NA,5.1,5.2,5.9,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.2,5.3,NA,5.5,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5,5.2,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.4,5,NA,NA,6.1,5.5,NA,5.8,5.1,5.4,NA,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,NA,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,NA,NA,5.1,5.8,5.2,NA,NA,5,5.9,5.1,5.3,NA,5.1,NA,5.5,6.4,NA,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.3,NA,5.8,5.8,5.1,5.2,5.2,5.1,5,5.1,5,NA,NA,5.1,5,NA,5,NA,6.9,5,NA,5.1,5.4,5.2,5.1,5,5.1,5.1,5.8,NA,5.7,5.8,NA,5.7,5.4,NA,5.2,5.8,5.1,5.1,5.8,NA,5.5,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,5,NA,NA,NA
103905082,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,NA,NA,NA,5.4,NA,5.6,NA,6.2,5.2,NA,5.3,6.4,5.6,6.1,NA,5.1,5.2,6,NA,5.8,5.8,5.1,5.6,6.1,NA,NA,NA,NA,NA,NA,NA,5.5,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5,5.6,7.9,NA,NA,NA,NA,NA,6.7,6.3,6.1,5.2,NA,NA,NA,NA,5.5,NA,5.8,5.1,5.4,NA,6.9,6.4,6.4,5.3,5.1,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,7.1,6,NA,NA,5.5,NA,NA,NA,NA,5.1,5.8,5.1,NA,NA,5,NA,5.1,5.7,NA,NA,NA,NA,NA,5,5.1,NA,NA,NA,5.4,NA,NA,6.3,5.5,6,NA,7.8,5.3,NA,NA,NA,5.1,5.2,NA,NA,NA,5.1,5,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,5.5,5.4,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,5.2,5.8,5.5,5.5,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.2,NA,NA
103905083,NCc1cc(Nc2ncnc(n2)c3ccccc3)ccc1O,5.4,5.4,6.9,5.5,5.4,5.8,5.4,5.3,5.7,6,5.4,5.4,5.5,5.2,5.4,5.5,5.4,5.6,5.5,5.6,5.3,5.6,5.2,5.5,5.6,5.6,5.5,5.4,5.6,5.3,5.4,5.3,5.4,5.4,5.5,5.5,5.4,5.5,5.3,5.6,5.8,5.2,5.5,5.9,5.4,5.6,5.5,5.2,5.5,5.4,5.4,5.4,5.8,6.2,5.5,5.5,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,5.6,5.4,6.4,5.6,5.4,5.8
103905084,Oc1cccc(Nc2ncnc3scc(Cl)c23)c1,NA,NA,NA,5.1,6.1,5.6,5.2,5.9,6.5,NA,5.3,NA,5.6,NA,NA,5.2,5.4,5.7,NA,5.8,5.8,NA,5.6,NA,NA,NA,NA,NA,5.3,5.7,NA,NA,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5.5,5.8,5.2,5.2,NA,5.8,5.8,6.7,5,5.1,5.9,5.8,5,NA,6,6.9,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,6.8,5.8,5.7,NA,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.3,5.6,5.6,5,NA,5.1,5.8,5.2,5.1,5.2,5.5,5.6,5.3,5.1,5.1,5,6.2,5.4,5.3,5.3,5.1,5.1,5,5.7,5.2,5.7,5.4,5.8,5.8,5.3,6,5.9,5.2,5.2,5.1,5,5.3,5.8,6,5,5.8,5.1,5.1,5.6,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,6.3,5.8,5.1,5.6,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,5.1,NA,NA,NA
103905085,Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1,NA,NA,NA,5.1,5.3,NA,5.2,NA,6.1,NA,5.3,NA,6.2,NA,NA,5.1,5.9,NA,NA,NA,NA,5.1,NA,5,NA,NA,NA,NA,5.6,5.7,NA,5.5,5.4,NA,5,NA,5.3,NA,5.3,NA,NA,5.3,NA,5.1,5.1,NA,5.9,NA,NA,5,5.2,6.2,NA,5,NA,NA,6.5,5.5,NA,NA,5.1,5.4,5.4,5.1,5.1,5,5.3,5.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5,NA,NA,5.2,NA,NA,NA,NA,5.1,NA,5.2,5.2,5.2,5,NA,5.1,NA,5.2,5.1,5.2,5.5,5.1,5,5.1,5.1,6.5,5.2,5.4,5.3,5.1,5.2,5.1,5,NA,5.2,NA,5.4,NA,NA,5.1,5.4,5.9,5.1,5.3,5.1,5,5.3,NA,5.1,5.1,NA,5.1,5.1,5.3,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,5.1,5.1,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
103905086,Nc1cc(Nc2ccc(O)c(CNC(=O)C(F)(F)F)c2)ncn1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA
103905087,CN(Cc1cc(Cl)c(O)c2ncccc12)C3CCCCC3,5.7,5.7,6.4,7.3,5.4,5.6,5.4,5.3,6.2,6.3,5.8,5.4,6.3,5.3,5.4,5.4,5.6,5.6,5.5,5.6,5.9,5.6,5.2,7,5.6,6,5.9,5.5,6.3,5.3,5.4,5.6,5.5,5.4,6.1,6,5.4,6,5.3,6.1,5.7,6,5.8,5.9,5.4,5.9,5.5,5.2,6.1,5.7,5.4,5.6,5.8,5.3,5.5,6.1,7.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.3,6.1,5.5,5.8,5.6,5.4,5.4
103905088,CCS(=O)(=O)c1ccc(cc1)c2ccc(cc2)c3n[nH]c4c3Cc5cc(O)c(OC)cc45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905089,C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34,5.3,NA,4.2,5.8,6.6,4.9,5.5,5.7,6.2,6.6,4.8,5.3,4.6,NA,5.5,5,4.6,4.9,5.1,6,5.4,6.6,4.2,5.7,6.4,5.8,5.9,5.2,4.4,5.4,NA,NA,NA,5.5,NA,4.5,5.5,NA,5.3,NA,4.1,4.9,5.2,5.8,4.9,5.1,NA,5.2,5.6,6.4,5.4,4.7,5.4,NA,NA,4.8,7.3,4.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,5,5,5.5,5.1,5.2,5.1
103905090,CC(=O)n1nc(N)c2ccc(Br)cc12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA
103905091,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,NA,NA,NA,5.1,5.1,8.4,5.2,5.9,5.2,NA,7.7,8.2,7.5,7.5,NA,5.1,5.2,5.7,NA,5.8,5.8,8.2,7.1,6,NA,NA,NA,NA,6.3,6.5,NA,5.5,5.4,NA,5.5,5.6,5.3,5.9,5.3,NA,NA,5,5.8,5.1,6.7,NA,5.8,5.8,7.7,5,5.1,6.2,5.8,5,NA,6,5.1,5.5,NA,5.8,5.1,5.6,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,7.6,6.3,5.8,NA,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.5,7.5,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.5,5.1,NA,5.1,6.2,5,5.2,5.4,5.3,5.1,5.1,5.1,6.7,5.7,5.3,6.2,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5,5.1,5,5.3,7.4,6.7,5,5.8,5.4,5.1,5.3,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.9,5.8,5.7,5.7,5.8,6.7,5.7,NA,5.7,7,7.5,5.2,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,5,7.3,NA,NA
103905092,Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,NA,NA,NA,5.1,5.1,7.3,5.2,5.9,5.3,NA,6.4,8.3,NA,6.8,NA,5.1,5.2,5.7,NA,5.8,5.8,7.3,6.8,5.7,NA,NA,NA,NA,5.7,6.5,NA,5.5,5.4,NA,5,6.8,5.6,6.7,5.3,NA,NA,5,5.8,5.1,5.3,NA,5.8,5.8,7.3,5,5.1,7.3,6,5,NA,6.2,6.2,5.5,NA,6.4,5.1,5.7,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,6.5,5.9,5.8,NA,5.7,NA,NA,5.1,5.1,NA,NA,5.2,NA,5.8,5.7,NA,5.1,6.9,5.3,5.6,5.2,5,5.9,5.1,5.8,5.8,6.4,5.2,5.5,5.1,NA,5.1,6,6.6,5.2,5.4,5.3,5.1,5.1,5.1,5.2,5.7,5.5,6.2,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5.1,5.1,5,5.3,6.8,6.2,5,5.8,5.5,5.1,6,5,5.1,5.5,5.4,5.2,5.1,5,5.1,6.1,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,6.6,6.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5,7.3,NA,NA
103905093,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,5.5,5.7,5.8,5.5,5.4,7.1,5.4,5.3,5.7,5.8,5.5,5.9,6.3,8.4,5.4,5.4,5.5,5.6,6.2,5.6,5.3,6.3,8.1,7.2,5.7,5.7,6.9,7.2,6.4,6.6,5.4,5.4,5.4,6.1,6.5,5.7,6,5.8,5.5,7.4,7.5,5.5,6.2,5.9,6.4,5.7,6.4,5.7,5.6,6.3,5.7,7.4,6.7,5.8,5.6,6.9,5.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,7.9,5.6,5.4,6.1,7.9,6.8,5.9
103905094,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,NA,NA,NA,5.1,5.9,8.4,5.2,5.9,5.3,NA,8.8,9.2,7.3,7.4,NA,5.1,5.2,6,NA,6.6,6.6,8.2,7.1,7.1,NA,NA,NA,NA,7.1,8.5,NA,5.5,5.4,NA,7.9,6,5.5,NA,5.3,NA,NA,5.3,5.2,5.1,5.8,NA,5.8,5.8,NA,5.3,5.4,6.8,6.4,6.4,NA,NA,7.2,5.7,NA,5.9,5.1,6,NA,5.1,5.1,5,5.4,5.1,6.6,6,8.6,6.5,5.8,NA,6.7,NA,NA,5.2,5.2,NA,NA,5.8,NA,5.8,NA,NA,7.2,7.5,5.3,5.2,5.3,5,5.9,5.1,5.7,5.2,5.2,NA,5.5,5.1,5,5.1,7.6,5.6,6.1,5.4,5.3,5.1,5.1,5.1,6.1,5.7,6.3,7.3,NA,5.8,5.8,5.1,5.5,5.2,5.1,5.8,5.1,5,NA,NA,7.9,5,NA,7.8,5.1,5.4,5,NA,6.5,5.4,5.2,5.1,5,5.1,6.1,5.8,NA,5.7,5.8,NA,6.6,5.4,NA,7.9,7.3,6,5.1,5.8,NA,5.5,5.4,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,5,8.7,NA,NA
103905095,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4OCOc4c3,NA,NA,NA,5.1,5.1,7.5,5.2,5.9,5.2,NA,7.3,7.9,6.9,8.7,NA,NA,5.2,5.7,NA,6.1,5.8,7.5,6.8,6.6,NA,NA,NA,NA,5.9,7.4,NA,5.5,5.4,NA,6,5.9,6,6.5,5.3,NA,NA,5,5.8,5.1,6,NA,5.8,5.8,7.7,5,5.1,7.1,5.8,5.1,NA,7.7,5.4,5.5,NA,5.9,5.1,6.1,5.1,5.1,5.1,5.1,5.3,5.1,5.7,5.8,7.4,5.9,5.8,6.9,5.8,NA,NA,5.1,5,NA,NA,5.8,NA,5.8,5.7,NA,5.4,7.9,5.5,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.5,5.1,NA,5.1,7,5.6,5.2,5.4,5.3,5.1,5.1,5.3,5.9,5.7,7.1,8.1,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5.3,5.1,5,5.3,7.8,6.9,5,5.9,5.6,5.1,5.4,5,5.1,7.7,5.4,5.2,5.1,5,5.1,6.7,5.8,5.7,5.7,5.8,6.3,6,NA,5.7,6.8,7,6,5.1,5.8,6.4,NA,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,6.9,NA,NA,5,NA,NA,NA
103905096,NCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,NA,NA,NA,5.1,5.4,5.6,5.2,5.9,5.2,NA,5.3,6.4,5.6,6.1,NA,5.1,5.7,5.7,NA,5.8,5.8,5.1,5.6,NA,NA,NA,NA,NA,5.2,6.1,NA,5.5,5.4,NA,5.4,5.6,5.3,5.9,5.3,NA,NA,5.6,5.8,5.3,5.9,NA,5.8,NA,6,7,6.1,7.1,NA,5.2,NA,5.7,5.9,5.5,NA,5.8,5.1,5.4,5.6,5.1,5.3,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,7.8,5,NA,NA,5.2,NA,5.8,5.9,NA,6.3,5.8,5.3,5.2,5.2,5,5.9,5.6,5.8,5.2,5.1,5.2,5.5,5.1,5.3,5.1,5.1,5,5.2,5.4,5.4,5.2,5.3,5.1,5,NA,5.6,5.7,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5,5.4,5,5.6,6,6.3,5,NA,5.1,5.1,5.1,5,5.3,5.5,5.4,5.6,5.1,5.3,6.1,5.1,5.8,5.7,5.7,5.8,5.8,NA,NA,NA,5.2,NA,5.2,5.1,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103905097,NCCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,NA,NA,NA,5.1,5.1,5.6,5.2,5.9,5.2,NA,5.3,6.4,5.6,6.1,NA,5.1,5.2,5.7,NA,5.8,5.8,5.1,5.6,NA,NA,NA,NA,NA,5.2,5.8,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5.2,5.8,5.1,5,NA,5.8,NA,5.9,7.1,5.2,7.2,NA,5,NA,5.7,5.3,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,7.8,5,NA,NA,5.2,NA,5.8,5.7,NA,6.3,5.8,5.3,5.2,5.2,5,5.9,5.1,5.8,5.2,5.1,5.2,5.5,5.1,5,5.1,5.2,5,5.2,5.4,5.3,5.1,5.1,5.1,5,NA,5.2,5.7,5.4,5.8,5.8,5.1,5.2,5.2,5.1,5,5.1,5,5.3,5.6,5.9,5,NA,5,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,NA,NA,NA,5.2,NA,5.1,5.1,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103905098,Nc1ccc2c(C(=O)O)n(nc2c1)c3ccccc3,5.4,5.5,NA,6.4,5.4,NA,5.6,5.3,6,NA,5.4,5.4,NA,5.2,5.4,5.4,NA,NA,NA,NA,5.3,NA,5.2,6.1,NA,NA,NA,5.4,NA,5.3,5.4,5.3,5.4,5.4,5.7,NA,5.4,NA,5.3,NA,NA,5.2,NA,NA,5.4,NA,NA,5.2,NA,NA,NA,5.4,5.9,5.2,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,NA,5.4,5.6,NA,5.4,5.4
103905099,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Br)c12)N,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA
